trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",25,0,-91.22297024000926,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",20,0,-113.73707125072896,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,0,-171.83609273558645,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,14,-49.9689605246488,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
5,False,"{'a': 0.01, 'e': 0.951229424500714}",20,0,-119.35404023057279,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",30,12,-18.763138309220576,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,12,-22.52737621903148,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",20,4,-138.30229288629556,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 3}",1
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",20,0,-46.904385240012665,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-206.71010553905475,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-166.41139985099383,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-55.15824434541274,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",30,18,-34.89975237662533,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-218.40586152378208,"{0: 7, 1: 1, 2: 8, 3: 1, 4: 3}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",35,0,-110.4570710799933,"{0: 24, 1: 4, 2: 4, 3: 2, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",25,9,-125.20177968387624,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 3}",1
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",30,0,-175.1697823971803,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",30,14,-13.32460163764214,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,0,-88.24818857724024,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,0,-80.03273558276983,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",25,10,-46.01566365541438,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,0,-231.59785057182026,"{0: 8, 1: 1, 2: 4, 3: 4, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",25,0,-89.40774666037069,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",30,0,-272.8695267921907,"{0: 17, 1: 0, 2: 5, 3: 4, 4: 4}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-35.81249215914794,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",30,0,-120.12426831668857,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,8,-33.055337982542014,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,5,-108.83544235715667,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",1
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-19.6418603078779,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,3,-23.846327497225207,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-18.682932395115177,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",20,0,-200.95366012157842,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 4}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",25,0,-120.08494780214916,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",30,0,-181.65562303353767,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 4}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",25,0,-98.63616021531183,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.697676326071031}",20,0,1.6933793856713169,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",25,12,-4.501448094907896,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",20,0,-35.791764935408125,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",25,5,-37.517095817478136,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,6,11.012834225745078,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,0,-4.345269822596037,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,0,-52.92135328449283,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",20,0,-55.67849437416802,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",25,0,-91.2597257072643,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",30,13,-36.96479006875718,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
46,False,"{'a': 0.01, 'e': 0.631283645506926}",25,0,-31.265883534825804,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",25,0,-177.62371796980187,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",25,0,-75.27559803045474,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",20,0,-32.10768399529707,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",25,0,-78.2800280145932,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",25,12,-45.41757919850599,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",20,0,-14.567445340938743,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",20,0,-110.22504024423928,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-95.59556639555693,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",25,6,-6.903052976868246,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",20,0,-20.071797946774133,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",25,0,-120.1999403304446,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",20,0,-2.222242975606192,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",20,0,-261.91270527803044,"{0: 7, 1: 1, 2: 5, 3: 3, 4: 4}",0
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",25,18,-50.414266272314556,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 1}",1
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",30,1,-148.93275606059257,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 4}",1
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",25,0,-55.42678587957556,"{0: 20, 1: 1, 2: 1, 3: 3, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",30,0,-131.85755538168925,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",20,8,-25.15944516436623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
65,False,"{'a': 0.01, 'e': 0.522045776761016}",25,0,-83.90128297797607,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,12,-27.012255286937826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,16,-12.255551503530217,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",20,0,3.5543336730098867,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",25,0,-42.224471379930634,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",20,2,-68.09812636855656,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",25,7,12.618180593714975,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,11,-11.647502235765273,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",20,0,4.499954693888693,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.4771139155210344}",25,0,-120.02708612096214,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 3}",0
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,2,10.591370489051933,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",30,2,-115.51675927761373,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 1}",1
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",25,8,-4.836527635701081,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",25,9,-12.05605607580471,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,18,-66.0534572142381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",25,10,10.250256223242001,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",20,10,-24.654414411829677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",20,11,3.5851016790103793,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,16,4.970985692465831,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,0,-124.33687030552159,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",30,0,-84.96029749363652,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,0,-35.22185972714275,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
87,False,"{'a': 0.01, 'e': 0.418951549247639}",30,15,26.304003026602707,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,8,21.149777944863033,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",25,13,-16.0672209955025,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,6,16.163895848762497,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,12,-36.70588140310237,"{0: 5, 1: 1, 2: 0, 3: 2, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,0,-55.493362129760165,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,0,-81.52275914967419,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",25,0,-55.107578205635875,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,11,-27.470898165282414,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",20,12,-9.989910291874212,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,0,10.143916446108557,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,0,-68.14322373755002,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",25,0,-118.75444096989254,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",20,0,-22.197081665484557,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,16,4.804159208373097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,9,-15.649596157907686,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",30,23,5.963541393437293,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,13,1.535202979063322,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,11,-33.02626441882707,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",25,0,-41.42811554438552,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,0,-11.324065944282468,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,5,-23.000185979159077,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",25,16,0.249000334666573,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",30,11,-12.083197184990569,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",25,5,5.531556116578909,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,2,-3.7882136723479567,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,-20.790294036653005,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",30,0,-21.69462743077924,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,7,-60.6934911918598,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,1,-73.91695473170203,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,0,-5.219198358614289,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,0,-46.98442653231592,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,0,-24.599974516016278,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",30,0,-164.59017266025762,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",20,6,-3.672463501508058,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",20,5,-4.134707394675669,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",25,0,-84.60428324181962,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 2}",0
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",30,0,-36.69035693417082,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,8,-6.971804112618751,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",25,6,20.34469126946939,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",35,13,3.8669276888365776,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,0,2.4139244583544617,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",25,18,2.980404873602387,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,9,1.3698097004238545,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",25,0,2.279627022559831,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,8,-3.2370430824440715,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,0,-8.371918950828487,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.261845668580326}",20,6,-3.0657904402578278,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,19,21.27982823576259,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",35,25,13.719291671828266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,12,13.247715334352204,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,7,7.56660990928826,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,14,13.488965811537025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,2,18.824181179699035,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,0,-17.322026076999325,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",25,0,14.611336207774404,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",25,13,-43.360577677374245,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,0,2.207876357118328,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,6,14.27235662603037,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,12,1.4439794362037282,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,0,3.564858864104324,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",35,3,-47.56437731018989,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 2}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",20,0,7.763845212488281,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,13,13.293919325396764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,10,-46.87056766546603,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,7,14.373216623487888,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",25,16,8.37336516822696,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,18,-6.642633261532133,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,0,7.3328363870333115,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,0,14.102648270949294,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",25,17,8.392400541531146,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",25,12,-27.310748544329396,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",20,12,13.14624563546339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",20,13,-31.98156322083963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,0,-16.26870267584859,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",25,6,-2.2207249884616265,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",25,12,18.094568807976344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",20,0,20.835139920883165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",20,0,-24.58176544092796,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",25,4,22.714843300962485,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",25,0,26.731563455042004,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",25,1,18.522890106280222,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",35,12,17.58766918969665,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",25,0,16.990748777620624,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,10,-8.330376982641338,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",25,8,-22.08131007866881,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,0,11.563286642826874,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,9,19.634318830332365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,10,-7.251636191268526,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",20,3,-12.634535377437246,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,10,18.232084719736086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",35,18,-10.582935171984001,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",30,1,-11.56448944110792,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",20,8,-19.339514833111327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,13,23.027792136859848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",25,13,-17.360879074362273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",20,0,28.201430379388526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",35,25,21.29081587710799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
